Date-Time,O3
2013-03-01,63.875
2013-03-02,29.75
2013-03-03,19.125
2013-03-04,53.75
2013-03-05,68.45833333333333
2013-03-06,19.75
2013-03-07,38.833333333333336
2013-03-08,79.33333333333333
2013-03-09,73.91666666666667
2013-03-10,82.66666666666667
2013-03-11,75.25
2013-03-12,36.583333333333336
2013-03-13,71.875
2013-03-14,68.91666666666667
2013-03-15,44.208333333333336
2013-03-16,66.66666666666667
2013-03-17,96.54166666666667
2013-03-18,89.04166666666667
2013-03-19,19.666666666666668
2013-03-20,32.083333333333336
2013-03-21,11.875
2013-03-22,33.916666666666664
2013-03-23,28.208333333333332
2013-03-24,53.596025000000004
2013-03-25,28.09136666666667
2013-03-26,12.020658333333332
2013-03-27,41.62939166666667
2013-03-28,57.916666666666664
2013-03-29,16.918975
2013-03-30,33.666666666666664
2013-03-31,3.0
2013-04-01,51.041666666666664
2013-04-02,53.33594166666666
2013-04-03,46.0
2013-04-04,19.083333333333332
2013-04-05,37.291666666666664
2013-04-06,58.791666666666664
2013-04-07,32.708333333333336
2013-04-08,67.54166666666667
2013-04-09,76.45833333333333
2013-04-10,57.32035833333335
2013-04-11,39.764183333333335
2013-04-12,26.348533333333332
2013-04-13,40.958333333333336
2013-04-14,58.958333333333336
2013-04-15,44.541666666666664
2013-04-16,61.104166666666664
2013-04-17,57.291666666666664
2013-04-18,66.73370833333333
2013-04-19,36.291666666666664
2013-04-20,45.916666666666664
2013-04-21,19.291666666666668
2013-04-22,30.541666666666668
2013-04-23,16.0
2013-04-24,36.791666666666664
2013-04-25,50.5
2013-04-26,43.4375
2013-04-27,73.67461666666667
2013-04-28,74.16666666666667
2013-04-29,79.73664166666667
2013-04-30,65.04166666666667
2013-05-01,69.08333333333333
2013-05-02,92.25
2013-05-03,104.58333333333333
2013-05-04,92.54166666666667
2013-05-05,78.375
2013-05-06,111.06785
2013-05-07,92.375
2013-05-08,75.1459125
2013-05-09,44.416666666666664
2013-05-10,57.083333333333336
2013-05-11,44.12139166666666
2013-05-12,57.791666666666664
2013-05-13,69.29166666666667
2013-05-14,80.04166666666667
2013-05-15,95.95833333333333
2013-05-16,88.06925000000001
2013-05-17,89.0
2013-05-18,68.70833333333333
2013-05-19,58.43095833333333
2013-05-20,71.63108333333334
2013-05-21,95.09587499999999
2013-05-22,83.3952
2013-05-23,72.01185
2013-05-24,56.625
2013-05-25,87.41666666666667
2013-05-26,19.375
2013-05-27,32.4375
2013-05-28,18.333333333333332
2013-05-29,76.66666666666667
2013-05-30,98.08560833333335
2013-05-31,128.26715833333333
2013-06-01,78.25
2013-06-02,72.33333333333333
2013-06-03,111.41666666666667
2013-06-04,59.875
2013-06-05,22.166666666666668
2013-06-06,11.208333333333334
2013-06-07,5.833333333333333
2013-06-08,7.666666666666667
2013-06-09,22.120841666666667
2013-06-10,42.208333333333336
2013-06-11,58.916666666666664
2013-06-12,106.29166666666667
2013-06-13,129.625
2013-06-14,154.83333333333334
2013-06-15,100.04166666666667
2013-06-16,36.5625
2013-06-17,86.125
2013-06-18,79.97916666666667
2013-06-19,114.2062708333333
2013-06-20,55.0076625
2013-06-21,75.00123749999999
2013-06-22,32.31296249999999
2013-06-23,102.896325
2013-06-24,116.56049999999999
2013-06-25,34.3538125
2013-06-26,102.12282500000002
2013-06-27,110.74809375
2013-06-28,60.51258958333333
2013-06-29,40.333333333333336
2013-06-30,29.0
2013-07-01,7.224179166666667
2013-07-02,75.29166666666667
2013-07-03,61.666666666666664
2013-07-04,68.25
2013-07-05,85.70833333333333
2013-07-06,124.54166666666667
2013-07-07,128.66666666666666
2013-07-08,84.16666666666667
2013-07-09,26.125
2013-07-10,18.291666666666668
2013-07-11,29.00458333333334
2013-07-12,100.0110375
2013-07-13,107.54166666666667
2013-07-14,85.95833333333333
2013-07-15,7.0
2013-07-16,52.25
2013-07-17,84.45833333333333
2013-07-18,75.875
2013-07-19,95.79166666666667
2013-07-20,85.58333333333333
2013-07-21,83.70833333333333
2013-07-22,89.58749999999999
2013-07-23,102.55009166666666
2013-07-24,58.041666666666664
2013-07-25,89.85229166666666
2013-07-26,13.0
2013-07-27,14.458333333333334
2013-07-28,70.375
2013-07-29,48.125
2013-07-30,117.16666666666667
2013-07-31,111.625
2013-08-01,43.18396666666666
2013-08-02,74.58333333333333
2013-08-03,89.66669999999999
2013-08-04,113.54418749999998
2013-08-05,130.07112500000002
2013-08-06,100.29685833333332
2013-08-07,55.80804999999999
2013-08-08,79.1441125
2013-08-09,105.78784166666667
2013-08-10,137.178575
2013-08-11,59.82689999999999
2013-08-12,70.905425
2013-08-13,92.20833333333333
2013-08-14,96.33333333333333
2013-08-15,90.14583333333333
2013-08-16,39.916666666666664
2013-08-17,51.583333333333336
2013-08-18,74.25
2013-08-19,64.936425
2013-08-20,87.54166666666667
2013-08-21,59.541666666666664
2013-08-22,16.71405
2013-08-23,42.25
2013-08-24,56.0
2013-08-25,99.83333333333333
2013-08-26,92.04166666666667
2013-08-27,26.916666666666668
2013-08-28,18.875
2013-08-29,31.625
2013-08-30,37.916666666666664
2013-08-31,36.125
2013-09-01,72.54166666666667
2013-09-02,79.375
2013-09-03,84.54166666666667
2013-09-04,47.666666666666664
2013-09-05,51.0
2013-09-06,51.5
2013-09-07,54.333333333333336
2013-09-08,42.666666666666664
2013-09-09,59.166666666666664
2013-09-10,35.291666666666664
2013-09-11,62.541666666666664
2013-09-12,35.041666666666664
2013-09-13,13.583333333333334
2013-09-14,25.333333333333332
2013-09-15,25.125
2013-09-16,23.583333333333332
2013-09-17,1.0
2013-09-18,18.083333333333332
2013-09-19,34.3213
2013-09-20,28.208333333333332
2013-09-21,56.833333333333336
2013-09-22,4.791666666666667
2013-09-23,10.583333333333334
2013-09-24,20.541666666666668
2013-09-25,27.166666666666668
2013-09-26,23.958333333333332
2013-09-27,52.458333333333336
2013-09-28,47.774983333333346
2013-09-29,12.708333333333334
2013-09-30,14.083333333333334
2013-10-01,17.570337500000004
2013-10-02,40.166666666666664
2013-10-03,28.833333333333332
2013-10-04,31.166666666666668
2013-10-05,32.083333333333336
2013-10-06,13.291666666666666
2013-10-07,24.583333333333332
2013-10-08,36.625
2013-10-09,10.291666666666666
2013-10-10,26.5
2013-10-11,27.654633333333333
2013-10-12,15.833333333333334
2013-10-13,13.083333333333334
2013-10-14,10.916666666666666
2013-10-15,18.708333333333332
2013-10-16,14.333333333333334
2013-10-17,11.5
2013-10-18,3.625
2013-10-19,22.375
2013-10-20,14.291666666666666
2013-10-21,15.557749999999999
2013-10-22,29.50095833333333
2013-10-23,20.708333333333332
2013-10-24,47.875
2013-10-25,33.791666666666664
2013-10-26,19.041666666666668
