Date-Time,SO2
2013-03-01,11.708333333333334
2013-03-02,36.625
2013-03-03,61.291666666666664
2013-03-04,22.854166666666668
2013-03-05,93.875
2013-03-06,116.2367
2013-03-07,97.54166666666667
2013-03-08,69.0604
2013-03-09,33.333333333333336
2013-03-10,22.916666666666668
2013-03-11,86.875
2013-03-12,27.5
2013-03-13,16.25
2013-03-14,51.916666666666664
2013-03-15,75.58333333333333
2013-03-16,70.125
2013-03-17,73.66666666666667
2013-03-18,19.625
2013-03-19,16.5
2013-03-20,12.5
2013-03-21,21.666666666666668
2013-03-22,26.041666666666668
2013-03-23,29.708333333333332
2013-03-24,12.208333333333334
2013-03-25,52.5
2013-03-26,75.08333333333333
2013-03-27,23.5625
2013-03-28,12.666666666666666
2013-03-29,47.166666666666664
2013-03-30,62.083333333333336
2013-03-31,14.625
2013-04-01,17.125
2013-04-02,40.0
2013-04-03,50.75
2013-04-04,62.125
2013-04-05,12.041666666666666
2013-04-06,7.708333333333333
2013-04-07,41.666666666666664
2013-04-08,7.625
2013-04-09,5.708333333333333
2013-04-10,6.583333333333333
2013-04-11,10.636866666666666
2013-04-12,23.481833333333338
2013-04-13,27.208333333333332
2013-04-14,13.875
2013-04-15,50.541666666666664
2013-04-16,33.333333333333336
2013-04-17,20.875
2013-04-18,4.4285000000000005
2013-04-19,20.708333333333332
2013-04-20,11.125
2013-04-21,28.9577
2013-04-22,46.61233333333333
2013-04-23,28.083333333333332
2013-04-24,14.791666666666666
2013-04-25,5.708333333333333
2013-04-26,36.25
2013-04-27,46.53213333333334
2013-04-28,55.0
2013-04-29,6.916666666666667
2013-04-30,7.5
2013-05-01,20.5
2013-05-02,44.291666666666664
2013-05-03,27.375
2013-05-04,29.541666666666668
2013-05-05,47.541666666666664
2013-05-06,34.833333333333336
2013-05-07,51.791666666666664
2013-05-08,73.125
2013-05-09,21.833333333333332
2013-05-10,16.583333333333332
2013-05-11,20.666666666666668
2013-05-12,22.916666666666668
2013-05-13,69.79166666666667
2013-05-14,20.791666666666668
2013-05-15,64.79166666666667
2013-05-16,34.416666666666664
2013-05-17,33.5
2013-05-18,20.833333333333332
2013-05-19,11.458333333333334
2013-05-20,21.0
2013-05-21,44.708333333333336
2013-05-22,42.666666666666664
2013-05-23,36.083333333333336
2013-05-24,20.708333333333332
2013-05-25,31.041666666666668
2013-05-26,12.0
2013-05-27,7.166666666666667
2013-05-28,3.375
2013-05-29,5.375
2013-05-30,20.75
2013-05-31,32.25
2013-06-01,9.25
2013-06-02,15.375
2013-06-03,14.541666666666666
2013-06-04,13.0
2013-06-05,3.0
2013-06-06,3.75
2013-06-07,5.791666666666667
2013-06-08,7.458333333333333
2013-06-09,5.726133333333333
2013-06-10,5.125
2013-06-11,5.75
2013-06-12,13.833333333333334
2013-06-13,32.291666666666664
2013-06-14,33.875
2013-06-15,37.833333333333336
2013-06-16,36.875
2013-06-17,8.5
2013-06-18,14.416666666666666
2013-06-19,18.976033333333334
2013-06-20,20.27863333333333
2013-06-21,13.137600000000004
2013-06-22,3.6175999999999995
2013-06-23,8.782200000000001
2013-06-24,8.6989
2013-06-25,14.559650000000003
2013-06-26,11.084849999999998
2013-06-27,11.935700000000002
2013-06-28,32.14598333333334
2013-06-29,10.291666666666666
2013-06-30,18.916666666666668
2013-07-01,18.903933333333335
2013-07-02,4.708333333333333
2013-07-03,8.416666666666666
2013-07-04,6.666666666666667
2013-07-05,5.416666666666667
2013-07-06,13.708333333333334
2013-07-07,9.0
2013-07-08,6.125
2013-07-09,6.541666666666667
2013-07-10,3.7083333333333335
2013-07-11,4.2436
2013-07-12,6.130300000000001
2013-07-13,9.333333333333334
2013-07-14,16.041666666666668
2013-07-15,3.7083333333333335
2013-07-16,4.666666666666667
2013-07-17,12.958333333333334
2013-07-18,16.5
2013-07-19,10.375
2013-07-20,6.75
2013-07-21,8.708333333333334
2013-07-22,16.0227
2013-07-23,8.5
2013-07-24,9.333333333333334
2013-07-25,12.0
2013-07-26,27.875
2013-07-27,5.666666666666667
2013-07-28,6.666666666666667
2013-07-29,5.375
2013-07-30,7.458333333333333
2013-07-31,6.333333333333333
2013-08-01,3.4106666666666663
2013-08-02,7.166666666666667
2013-08-03,4.112533333333333
2013-08-04,6.392433333333333
2013-08-05,3.5058000000000007
2013-08-06,4.660266666666667
2013-08-07,5.071166666666667
2013-08-08,6.886433333333334
2013-08-09,9.671183333333333
2013-08-10,10.213766666666666
2013-08-11,4.214166666666666
2013-08-12,2.9522
2013-08-13,8.25
2013-08-14,6.333333333333333
2013-08-15,8.583333333333334
2013-08-16,8.166666666666666
2013-08-17,11.791666666666666
2013-08-18,5.666666666666667
2013-08-19,5.833333333333333
2013-08-20,14.166666666666666
2013-08-21,8.5
2013-08-22,5.375
2013-08-23,6.541666666666667
2013-08-24,7.0
2013-08-25,8.166666666666666
2013-08-26,12.083333333333334
2013-08-27,11.625
2013-08-28,6.0
2013-08-29,3.75
2013-08-30,2.25
2013-08-31,6.125
2013-09-01,10.541666666666666
2013-09-02,11.166666666666666
2013-09-03,11.0
2013-09-04,5.0
2013-09-05,5.625
2013-09-06,14.416666666666666
2013-09-07,10.916666666666666
2013-09-08,20.458333333333332
2013-09-09,11.458333333333334
2013-09-10,10.541666666666666
2013-09-11,16.458333333333332
2013-09-12,25.041666666666668
2013-09-13,3.875
2013-09-14,6.25
2013-09-15,11.0
2013-09-16,19.208333333333332
2013-09-17,16.541666666666668
2013-09-18,17.75
2013-09-19,17.958333333333332
2013-09-20,4.833333333333333
2013-09-21,8.916666666666666
2013-09-22,11.166666666666666
