Date-Time,O3
2013-03-01,70.34210967741936
2013-04-01,89.62387333333332
2013-05-01,154.3776064516129
2013-06-01,154.83632666666665
2013-07-01,163.96871612903226
2013-08-01,176.94454838709677
2013-09-01,106.33333333333333
2013-10-01,65.29250322580646
2013-11-01,42.45938995348836
2013-12-01,37.931574193548386
2014-01-01,38.61290322580645
2014-02-01,41.92857142857143
2014-03-01,88.06451612903226
2014-04-01,128.56666666666666
2014-05-01,162.67741935483872
2014-06-01,188.2
2014-07-01,181.70967741935485
2014-08-01,181.6451612903226
2014-09-01,103.84615384615384
2014-10-01,64.0524193548387
2014-11-01,40.266666666666666
2014-12-01,38.29482370592648
2015-01-01,43.67741935483871
2015-02-01,86.57142857142857
2015-03-01,105.83870967741936
2015-04-01,143.6
2015-05-01,179.06451612903226
2015-06-01,187.43333333333334
2015-07-01,235.80645161290323
2015-08-01,189.3548387096774
2015-09-01,138.76666666666668
2015-10-01,108.0
2015-11-01,37.733333333333334
2015-12-01,39.903225806451616
2016-01-01,54.41935483870968
2016-02-01,80.89655172413794
